0.0539	-0.02063	0.0211	0	0	0.1277	0.10892	0.0433	0.0206	0	0	0.0319	-0.0001	0.0376	0.0471	0	0.0383	0	0.0471	0	0.03764	0.0296	0	0	0.0545	-0.0223	0.0106	0.0443	0.03023	0.0439	0.067
0.0482	-0.00433	0.0107	0.0311	0.0227	0.0824	0.05871	0.0177	0.0024	0.043	0.031	0.0218	-0.026	0.0921	-0.0133	-0.0253	0.0173	-0.001	-0.0133	0	0.09213	-0.0433	-0.0158	0	0.0416	-0.0347	0.01269	0.0209	-0.03146	0.0216	0.0415
-0.0173	0.01849	0.0121	0.059	0.0503	0.027	0.0563	0.0492	0.0032	0.041	0.042	0.0106	0.0321	0.0388	0.0297	0.0785	0.0078	0.0052	0.0297	0	0.03883	-0.0106	0.0835	0	0.0775	0.0226	0.00567	0.0094	0.00846	0.0097	0.0457
0.0747	0.04594	0.0058	0.0017	-0.0123	0.0153	-0.05096	0.0139	0.0112	-0.0289	0.0296	0.0088	0.0258	-0.0115	0.0274	-0.0016	0.0079	0.0041	0.0274	0	-0.0115	0.022	0.0072	0	0.0212	0.0426	0.00752	0.0098	0.03106	0.0098	-0.0082
0.046	0.0253	0.0113	0.021	0.013	0.0145	-0.00167	0.0253	0.0045	0.0222	0.0344	0.0145	0.031	0.0152	0.0152	0.0264	0.0073	0.0035	0.0152	0	0.01517	0.0425	0.0337	0	0.0609	0.0181	0.01685	0.0079	0.01075	0.0072	0.0171
0.0332	-0.01992	-0.0032	0.0068	0.0084	0.0209	-0.00161	0.0291	0.0113	-0.0807	0.0506	-0.0041	0.0214	0.0237	-0.0183	0.0076	-0.0093	0.0059	-0.0183	0	0.02367	-0.0375	0.0063	0.0078	0.0081	-0.0582	0.0035	-0.0108	0.01255	-0.009	-0.0016
0.0071	-0.02488	-0.0089	0.0119	0.0035	0.0393	-0.00132	0.053	0.0087	-0.0041	0.0057	-0.0073	0.0056	-0.0086	0.012	-0.0065	-0.0196	-0.0001	0.012	0	-0.00856	-0.0322	0.0019	0.0265	-0.0326	-0.0104	-0.02093	-0.024	-0.01673	-0.0239	-0.0041
-0.0089	0.0258	0.0002	0.0137	0.0271	-0.0181	-0.00131	0.0046	-0.0007	-0.0705	0.0753	0.0011	-0.0023	-0.0041	0.0047	0.0171	-0.0275	0.0052	0.0047	0	-0.00413	0.0118	0.004	-0.0054	-0.0049	-0.0443	0.01591	-0.0273	0.01858	-0.0273	-0.0013
-0.0221	0.06252	-0.0373	0.0002	0.0162	-0.0921	-0.00135	-0.1082	0.0248	-0.1418	0.0576	-0.0493	-0.0016	-0.0164	-0.0039	-0.0165	-0.0686	0.001	-0.0039	0	-0.01642	0.0043	-0.0357	0.0276	-0.0886	0.0257	0.00794	-0.0655	0.01959	-0.0665	-0.0014
-0.0116	0.01137	-0.0313	-0.0362	-0.011	-0.0852	-0.00144	-0.1044	-0.0189	-0.229	0.029	-0.0492	-0.0171	-0.0098	-0.0358	-0.0499	-0.0183	0	-0.0358	0	-0.00977	-0.0078	-0.0742	0.0449	-0.0667	0.0423	0.02363	-0.0176	0.03165	-0.0179	-0.0014
0.0697	0.00415	0.0385	0.0553	0.0143	0.0868	0.0588	0.073	-0.0106	0.126	0.0236	0.032	0.0274	-0.0241	0.0164	0.0667	0.0341	-0.0027	0.0164	0	-0.02414	0.0279	0.1115	0.0559	0.0579	0.0507	0.02938	0.0287	0.01072	0.0317	0.0417
0.0332	-0.00683	-0.0073	0.0005	-0.0178	-0.0217	0.028	-0.0382	0.0146	-0.0007	0.0426	-0.0444	0.0058	0.0174	-0.0075	-0.0212	0.0206	0.0033	-0.0075	0	0.01742	0.0001	-0.0027	-0.0427	0.0438	-0.0018	-0.00333	0.0175	-0.02986	0.0169	0.0201
0.082	0.03422	0.004	0.0102	-0.0004	0.0546	0.0221	-0.0009	0.0004	-0.0454	0.0238	0.0219	0.0189	-0.0017	-0.0162	-0.0045	-0.0161	0.0031	-0.0162	0	-0.00171	0.0296	0.0088	-0.0111	0.0254	0.0353	-0.01914	-0.0134	-0.03034	-0.0137	0.0165
0.0198	0.06944	0.0199	0.0327	0.0197	0.04	0.0388	0.0412	0.0042	0.0111	0.0587	0.0506	0.0172	0.0172	0.0113	0.0465	0.018	0.011	0.0113	0	0.01719	0.0136	0.0577	-0.0184	0.0619	-0.0077	0.0347	0.0117	0.01609	0.0123	0.039
0.0709	0.02281	0.011	0.0185	0.0067	0.0419	0.0142	0.0259	0.013	0.0012	0.0369	0.0316	0.0244	0.028	0.0086	0.0156	0.0325	0.0118	0.0086	0	0.028	0.0207	0.0273	0.0065	0.0583	-0.009	0.03876	0.029	-0.0325	0.0296	0.0312
0.0612	-0.02416	0.0046	0.0356	0.0266	0.0309	-0.0067	0.0001	0.0013	-0.0989	0.0521	0.0198	0.0074	0.0068	0.0225	0.0275	0.0046	0.0148	0.0225	0	0.00675	0.0199	0.0374	0.0058	0.0204	-0.015	0.02942	0.0044	0.05537	0.0047	0.0204
0.0446	0.00424	0.0019	0.0019	0.0047	0.0098	-0.0158	-0.0024	0.0083	0.0944	0.0227	0.0011	0.0151	0.0118	-0.0243	0.002	0.0113	0.0091	-0.0243	0.0167	0.01175	-0.0112	-0.0008	0.0006	0.0238	0	-0.01253	0.0107	0.01167	0.011	-0.0222
0.0113	0.04947	-0.0157	-0.035	-0.001	-0.0559	-0.0038	-0.0096	0.0309	-0.0145	0.0274	-0.0164	0.0054	0.0095	-0.0349	-0.0167	-0.0593	0.0063	-0.0349	0.0092	0.00946	0.0191	-0.0513	-0.0017	-0.028	0.006	-0.00625	-0.0595	0.00075	-0.0592	-0.0028
0.0403	0.06659	0.0116	0.0205	-0.0029	0.0282	-0.0037	0.0181	0.0031	0.0214	0.0215	0.0017	-0.0082	-0.0114	-0.0066	0.0144	-0.0124	0.0149	-0.0066	-0.0296	-0.01136	-0.0061	0.037	0.0217	0.0018	-0.054	0.02354	-0.0131	0.01614	-0.0128	-0.0027
0.0508	0.03738	0.008	0.014	0.0066	0.0104	-0.0037	0.035	-0.0084	0.0302	0.0068	0.0045	0.0131	0.0103	-0.0036	0	-0.0434	0.0167	-0.0036	-0.0476	0.01026	0.0198	0.0066	-0.0059	0.0419	0.016	0.00738	-0.0427	0.02464	-0.0424	-0.0027
0.0346	0.01696	0.0126	0.0507	0.0439	0.0347	-0.0037	0.0132	0.0072	0.0826	-0.0042	0.0036	0.0055	0.036	0.023	0.0529	0.0192	0.0223	0.023	-0.0088	0.03598	0.0098	0.0621	-0.0092	0.0177	-0.014	0.02914	0.0191	0.03889	0.0194	-0.0027
-0.009	0.01967	0.017	0.0155	0.0056	0.0328	-0.00373	0.0399	0.0071	0.0604	0.0134	0.0125	0.0021	0.0102	0.0206	0.0215	0.006	0.016	0.0206	-0.0456	0.01021	0.003	0.0323	0.0262	-0.0026	-0.049	0.02777	0.0058	0.00996	0.0064	-0.0027
0.035	0.00808	0.0055	0.0089	0.016	0.035	-0.0038	-0.0172	-0.0088	-0.0087	0.0403	0.0104	-0.0113	0.0101	-0.0128	0.0121	0.0484	0.0124	-0.0128	0.0088	0.01006	-0.0192	0.0046	0.0233	0.007	-0.02	-0.02234	0.0473	-0.00841	0.0496	-0.0028
0.0269	-0.01796	0.008	0.0503	0.0516	-0.0305	0.0018	-0.0175	0.0059	0.0943	0.0495	0.0004	0.0121	0.0072	0.0001	0.0685	-0.0147	0.0153	0.0001	0.0098	0.00718	0.0182	0.0667	-0.0009	0.0513	-0.01	0.0021	-0.0146	-0.00519	-0.0141	0.0023
-0.0893	0.02165	0.0115	0.0128	0.0071	0.0189	0.01448	0.0168	0.0137	0.094	0.0276	0.0064	0.002	0.0101	0.0219	0.0184	-0.0007	0.012	0.0219	0.0457	0.01014	0.0002	0.0239	-0.0048	0.0007	0.006	-0.00489	-0.0002	0.00749	0.0001	0.0091
0.0324	0.04113	0.0132	0.0276	0.0112	0.0748	0.09831	-0.0108	0.0087	0.0717	-0.0345	0.0109	0.0224	0.0394	0.0301	0.0244	0.0736	0.0247	0.0301	0.017	0.03935	0.0285	0.0408	0.0085	0.0591	0.011	0.00394	0.0782	0.01643	0.0896	0.0763
-0.0332	-0.02733	0.0048	0.0106	0.0074	0.0165	0.02505	-0.0103	0.0099	-0.0223	0.0096	-0.0051	0.0096	-0.0018	0.0078	0.0006	0.0058	0.0162	0.0078	0.0529	-0.00183	0.0014	0.0039	-0.0005	0.0053	0.003	0.01025	0.0045	0.03386	0.0066	0.0192
0.045	0.0335	0.0134	0.0326	0.0243	0.027	0.03745	0.0277	-0.0034	0.0205	0.1249	0.0074	0.0207	-0.0007	0.0352	0.0389	0.0471	0.0187	0.0352	-0.0049	-0.00069	-0.0116	0.0468	0.0102	0.0657	0.02	0.00938	0.0498	0.0003	0.043	0.0424
-0.0082	-0.0133	0.0136	-0.0125	-0.0235	0.0383	-0.00364	-0.0111	-0.0022	0.026	0.0347	0.0116	0.0173	0.0106	-0.0058	-0.0162	-0.0063	0.0129	-0.0058	0.0643	0.01063	0.0055	-0.0055	0.0737	-0.0024	0.036	0.02541	-0.0112	0.0251	-0.0147	-0.0031
-0.0433	0.03548	0.0185	0.022	0.0178	0.0291	-0.00336	0.0462	0.0012	0.1463	0.083	0.0142	0.0114	0.0313	0.0519	0.0405	0.0196	0.016	0.0519	-0.0448	0.03129	0.0045	0.0446	-0.0184	0.0062	-0.0311	0.02093	0.0231	0.04636	0.021	-0.0026
0.0122	0.03874	-0.0127	0.0359	0.0427	-0.0107	-0.00347	0.0059	0.0295	-0.0178	0.1046	-0.003	0.0012	-0.0095	-0.0031	0.0411	0.0298	0.0038	-0.0031	-0.0348	-0.00949	0.0184	0.0352	0.0125	0.0028	-0.072	-0.0038	0.0292	0.03409	0.0316	-0.0026
0.0357	0.01241	0.0198	0.0381	0.0271	0.0148	-0.0032	0.0282	0.0008	0.0503	0.0831	0.0241	0.0232	0.0041	0.0566	0.0499	0.0355	0.0033	0.0566	0.0504	0.00414	-0.008	0.0599	0.0269	0.0071	-0.001	-0.0021	0.0351	-0.01001	0.0356	-0.0025
0.0211	0.00309	-0.0006	-0.0429	-0.0227	-0.0109	-0.00413	-0.0061	-0.0054	0.0096	0.0005	0.0094	-0.0112	0.0111	-0.0169	-0.0284	-0.0216	0.0062	-0.0169	0.0052	0.01114	0.0141	-0.0465	-0.0578	-0.0223	-0.031	0.0043	-0.021	-0.04623	-0.021	-0.003
-0.0008	0.02304	0.0208	0.0493	0.0362	0.0203	-0.00322	0.0481	0.0109	0.0251	-0.0189	0.0155	0.0126	0.0077	0.0721	0.0531	0.0033	0.0051	0.0721	0.0383	0.00769	-0.0069	0.0643	-0.0014	-0.0035	-0.002	0.0004	0.0027	0.00709	-0.0051	-0.0025
0.0299	0.05246	0.0181	0.041	0.0303	0.0121	0.01863	0.0239	0.0103	0.0413	0.015	0.0149	0.024	0.0214	-0.0006	0.0423	-0.0074	0.0143	-0.0006	0.0083	0.02141	-0.0136	0.0523	0.0015	0.0071	0.06	0.011	-0.0089	0.02983	-0.0085	0.0132
0.026	0.03361	0.0068	0.047	0.0376	0.0672	0.06142	0.0245	0.0065	0.0534	0.0212	0.0085	0.0222	0.0237	0.0428	0.041	0.0287	0.0115	0.0428	0.0344	0.02367	0.0219	0.0511	0.0125	0.0253	0.048	0.005	0.0308	-0.05436	0.0314	0.0439
0.0284	0.02311	0.0065	0.0348	0.0257	-0.0078	0.04578	-0.0041	0.0135	0.0795	-0.007	0.0052	0.0093	0.0089	0.1052	0.0318	0.0106	0.0096	0.1052	0.0375	0.00893	0.0068	0.0413	0.0081	0.0261	-0.023	0.003	0.0113	0.00864	0.0116	0.0328
0.0036	-0.02036	-0.002	-0.0147	0	0.0461	-0.1074	-0.0039	-0.0065	0.0408	-0.0384	0.0109	0.0027	0.0107	0.0158	-0.0177	-0.0103	0.0106	0.0158	-0.04	0.01074	-0.0143	-0.0345	-0.001	-0.0446	0.002	0	-0.0115	0.02637	-0.011	-0.0797
-0.0027	0.00922	0.016	0.0376	0.0209	0.0483	0.0859	0.0615	-0.0044	0.058	0.0559	0.0206	0.0141	-0.003	0.0292	0.0363	0.0553	0.0081	0.0292	0.0201	-0.00301	-0.0169	0.0553	-0.0148	0.0298	0.054	0.012	0.0554	-0.04786	0.0569	0.0616
0.0304	-0.01649	0.0013	0.0485	0.0433	0.0066	0.01244	-0.0374	0.0042	0.0088	-0.0221	0.0121	0.0036	0.0101	-0.049	0.0335	-0.0094	0.0097	-0.049	-0.0317	0.01012	-0.0142	0.0396	0.0394	0.0135	0	0.004	-0.009	-0.05125	-0.0087	0.0089
0.0141	0.0179	0.0027	0.0178	0.0162	-0.0147	0.01158	-0.0902	0.0014	-0.0134	0.0002	0.0134	0.0092	0.0024	-0.0609	0.0033	0.0031	0.0099	-0.0609	0.0261	0.00237	-0.0143	0.0057	0.0082	0.0019	0.003	0.003	0.0027	-0.02472	0.0032	0.0085
0.0091	0.00686	0.0108	0.0151	0.0122	0.0077	-0.02424	-0.0214	0.0115	0.0287	0.0442	0.0108	0.0159	0.0013	-0.002	0.0088	0.0225	0.0071	-0.002	0	0.00132	-0.0102	0.0124	0.0022	0.001	0.028	0.002	0.022	0.04494	0.0226	-0.0185
0.0008	0.0036	0.0108	0.0031	-0.0004	0.0355	-0.00263	0.0588	0.0037	0.0183	0.0952	0.0152	-0.0173	0.0121	0.045	0.0152	0.0338	0.0093	0.0451	-0.0077	0.01205	-0.0034	0.0183	-0.0095	-0.0048	0.033	0.0007	0.035	-0.02972	0.0356	-0.0022
-0.0187	0.00693	-0.0053	0.0047	0.0068	-0.0181	-0.0038	0.0045	0.0089	-0.032	0.125	0.0062	-0.0125	0.0046	-0.005	-0.0213	-0.0339	0.0111	-0.005	-0.0084	0.00461	-0.0046	-0.0229	0.0149	0	0.001	0.0027	-0.0293	-0.00259	-0.0292	-0.0029
0.0151	0.04172	0.0111	0.0283	0.0227	0.0146	0.0048	-0.0329	0.0027	0.0459	0.0745	-0.0041	0.0144	0.0025	0.0247	0.0409	-0.0095	0.0049	0.0247	0	0.0025	0.0089	0.0473	-0.0113	0.0162	0.021	0.0001	-0.0065	-0.00432	-0.0084	0.0028
0.0517	0.00484	-0.0043	0.0131	0.014	-0.033	-0.00609	-0.078	0.0103	-0.0864	0	0.0014	-0.0093	0.0119	-0.0172	-0.0061	-0.0367	0.003	-0.0172	-0.0307	0.0119	0.0568	-0.0065	0.0087	-0.0066	0.005	0.0007	-0.0312	0.03211	-0.0304	-0.0044
-0.1069	0.04207	0.0066	0.0193	0.0133	0.047	0.06197	-0.0174	0.0034	-0.0928	-0.011	-0.0201	0.0322	0.0011	0.0414	0.0251	-0.0096	0.0065	0.0414	-0.042	0.0011	0.0367	0.031	0.0424	0.0227	0.008	-0.00187	-0.0086	0.0658	-0.0086	0.0426
0.0021	0.0054	0.0088	-0.0387	-0.0491	-0.0199	0.04532	0.0345	0.0002	-0.0304	0.0615	-0.0106	0.0062	0.0028	0.0166	-0.0543	0.0146	0.0018	0.0166	0	0.0028	0.0547	-0.0437	0.0092	0.0185	0.0319	-0.00349	0.02	0.00673	0.0131	0.0308
0.0798	0.01135	0.0028	0.01	0.0076	0.0017	-0.0041	0.0269	0.0283	-0.0176	-0.0125	-0.0709	-0.0007	-0.0005	0.0023	0.0124	0.0066	0.0049	0.0023	-0.06	-0.00047	0.003	0.01854	-0.0076	0.0062	-0.0019	0.00444	0.0067	-0.02645	0.0066	-0.003
-0.0056	0.01586	-0.0007	-0.01466	-0.00222	-0.0314	-0.07902	-0.0366	-0.0049	0	0	-0.0213	0.035	0.0002	0.0875	-0.0255	-0.0107	0	0.0875	0	0.00015	0	-0.0394	-0.0042	-0.0757	0.0485	0.00255	-0.0108	0.01873	-0.0107	-0.0555
0.0421	0.04513	0.0222	0.01107	-0.00086	0.0487	0.07855	0.0411	0.0077	0.2084	0.0058	-0.0141	0.0175	0.0105	0.0148	0.01914	0.0495	0	0.0148	0.0246	0.0105	0.0236	0.03591	-0.0391	0.0759	0.0105	0.0066	0.0435	-0.01403	0.0441	0.0536
0.068	-0.03826	0.0043	-0.0823	-0.0761	0.0151	-0.0146	-0.0091	0.0075	0.0424	0.0186	-0.0247	0.0163	0.0078	0	-0.0611	0.0389	0.0059	0	0.0067	0.00775	0.0415	-0.0679	-0.0372	-0.0195	0.0183	-0.0001	0.0344	-0.01085	0.0352	-0.0107
0.0113	-0.0175	0.00257	0.0337	0.02572	0.0007	0.0009	0.0128	0.0008	0.0511	-0.1182	-0.0062	-0.0101	0.0102	0	0.0051	-0.0305	0.0043	0	-0.0402	0.01021	0.0117	0.01664	-0.0147	-0.0114	-0.0417	0	-0.027	0.02558	-0.027	0.0015
-0.0077	-0.00235	0.0117	-0.0029	-0.0107	-0.0012	-0.0043	-0.0146	0.0044	0.0193	0.1578	0.0048	0.0123	0.0079	0	-0.002	0.0444	0.0057	0	0.0281	0.0079	0.0275	0	0.0015	0.0029	0.0075	0	0.0405	0.02471	0.0406	-0.0033
-0.0106	-0.01653	-0.0049	0	0	0.0314	-0.0026	0.0244	0.0067	-0.0711	-0.0964	-0.0178	0.0089	-0.0028	0	0	-0.003	0.0046	0	-0.0204	-0.00275	-0.0398	0	-0.013	-0.0095	-0.0322	0	-0.0028	0.01253	-0.0025	-0.0022
0	0	0	0	0	-0.0037	0	-0.0442	-0.0016	-0.0842	-0.0159	-0.0242	0.0033	0	0	0	-0.0315	0	0	0	0	-0.0017	0	-0.0009	0.0135	0	0	-0.0274	0.01664	-0.026	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
